timestamp,acceleration,pressure,model_velocity,stages,model_displacement,barometer_height,true_displacement,true_velocity
20.183,-0.009184126960285241,98.368,0.25171230357735647,2,1.6043653224478653,4.221826757713548,2.032684128608087,0.24575154671293117
20.287,-0.019408492862835976,98.35,0.25159724685642326,2,1.6305374190704216,4.384079826255074,2.063763821321098,0.24632937472256172
20.391,-0.016834580877203607,98.35,0.2510843665318103,2,1.6566768629666095,4.525827054882084,2.0950509499312155,0.24679954842949656
20.495,-0.014185660558288175,98.355,0.2508430734870339,2,1.6827770898475902,4.569261080418099,2.1263111709767166,0.2471994781087013
20.599,-0.012197232406760666,98.346,0.25084292256272045,2,1.7088647616421773,4.744567421019475,2.157906807523425,0.24755995426414623
20.703,-0.010399557680057667,98.355,0.251039648988075,2,1.7349626553628184,4.7546503233571595,2.1894267524697266,0.24790425309430486
20.807,-0.008436870979447357,98.35,0.2514319142076499,2,1.7610911766489958,4.836226570816422,2.2210732168614014,0.24825330301237936
20.911,-0.0064198731831355115,98.356,0.2520311230210647,2,1.7872712545848897,4.8090024702556535,2.252587847583842,0.24862702914630638
21.015,-0.005624205081451491,98.352,0.2527765904611753,2,1.813521255685966,4.841756071599249,2.284139014195786,0.24903745665666893
21.119,-0.004420140587553414,98.352,0.2536260439962561,2,1.839854192677752,4.8660835391308455,2.3157160524739413,0.24949122580471828
21.23,-0.003168436247989759,98.343,0.254668967458763,2,1.8680645658135058,5.0291431462924105,2.3494307332129463,0.2500095329404822
21.334,-0.001788091490123662,98.345,0.2557829875262502,2,1.8946080674727264,5.135458188246499,2.3816528930650893,0.2505860777216819
21.438,-0.0014113249262225494,98.343,0.2569883773824693,2,1.9212721784479796,5.257092093493479,2.414173692329677,0.2512241665739361
21.542,-0.0006837559159717913,98.35,0.25825119268854435,3,1.9480646360916731,5.2494834717955765,2.44667749729667,0.25192335806457494
21.646,0.0001937852968889239,98.347,0.25865226008020575,3,1.974943615635648,5.284034997657295,2.4791886647960815,0.25259209258546567
21.75,5.660813992359288e-05,98.339,0.2590918264027737,3,2.0018663081327626,5.436184548865577,2.511998165310004,0.2532374713819384
21.854,0.00019210988762113034,98.348,0.2595313056040597,3,2.028834710997118,5.425249135299282,2.54470574821328,0.2538619060875844
